start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,rat_presence_duration_sec
3/04/2018 23:27,5.0,rat,3/04/2018 23:24,3/04/2018 23:40,187,1,0,4,3/04/2018 19:01,4.444444444,1,960.0
3/04/2018 23:27,4.0,rat,3/04/2018 23:24,3/04/2018 23:40,197,1,0,4,3/04/2018 19:01,4.447222222,1,960.0
3/04/2018 23:28,1.0,fast,3/04/2018 23:24,3/04/2018 23:40,224,0,1,4,3/04/2018 19:01,4.454722222,1,960.0
3/04/2018 23:29,48.0,rat,3/04/2018 23:24,3/04/2018 23:40,312,1,0,4,3/04/2018 19:01,4.479166667,1,960.0
3/04/2018 23:29,3.0,fast,3/04/2018 23:24,3/04/2018 23:40,312,0,1,4,3/04/2018 19:01,4.479166667,1,960.0
3/04/2018 23:31,0.010238211,rat_to_bat,3/04/2018 23:24,3/04/2018 23:40,402,1,0,4,3/04/2018 19:01,4.504166667,1,960.0
3/04/2018 23:34,2.0,fast,3/04/2018 23:24,3/04/2018 23:40,597,0,1,4,3/04/2018 19:01,4.558333333,1,960.0
3/04/2018 23:40,2.0,rat,3/04/2018 23:24,3/04/2018 23:40,949,1,0,4,3/04/2018 19:01,4.656111111,1,960.0
4/04/2018 0:48,3.0,rat,4/04/2018 0:48,4/04/2018 0:58,12,1,0,4,3/04/2018 19:01,5.788055556,1,600.0
4/04/2018 0:48,4.0,fast,4/04/2018 0:48,4/04/2018 0:58,25,0,1,4,3/04/2018 19:01,5.791666667,1,600.0
4/04/2018 0:49,22.0,other_bats/rat,4/04/2018 0:48,4/04/2018 0:58,59,1,0,4,3/04/2018 19:01,5.801111111,1,600.0
4/04/2018 0:49,2.0,"405.6,112.3,513.1,215.4; 464.1,197.7,614.9,334.3; 511.5,301.1,639.4,388.9",4/04/2018 0:48,4/04/2018 0:58,63,0,0,4,3/04/2018 19:01,5.802222222,1,600.0
4/04/2018 0:49,2.0,fast,4/04/2018 0:48,4/04/2018 0:58,97,0,1,4,3/04/2018 19:01,5.811666667,1,600.0
4/04/2018 0:49,2.0,fast,4/04/2018 0:48,4/04/2018 0:58,112,0,1,4,3/04/2018 19:01,5.815833333,1,600.0
4/04/2018 0:50,59.0,rat,4/04/2018 0:48,4/04/2018 0:58,165,1,0,4,3/04/2018 19:01,5.830555556,1,600.0
4/04/2018 0:51,4.0,fast,4/04/2018 0:48,4/04/2018 0:58,217,0,1,4,3/04/2018 19:01,5.845,1,600.0
4/04/2018 0:54,1.0,rat,4/04/2018 0:48,4/04/2018 0:58,357,1,0,4,3/04/2018 19:01,5.883888889,1,600.0
4/04/2018 0:55,14.0,rat,4/04/2018 0:48,4/04/2018 0:58,418,1,0,4,3/04/2018 19:01,5.900833333,1,600.0
4/04/2018 0:58,1.0,fast,4/04/2018 0:48,4/04/2018 0:58,624,0,1,4,3/04/2018 19:01,5.958055556,1,600.0
4/04/2018 0:58,0.04722604,,4/04/2018 0:48,4/04/2018 0:58,632,0,0,4,3/04/2018 19:01,5.960277778,1,600.0
4/04/2018 0:58,0.022571773,,4/04/2018 0:48,4/04/2018 0:58,651,0,0,4,3/04/2018 19:01,5.965555556,1,600.0
26/04/2018 21:25,68.0,pick_and_all,26/04/2018 21:24,26/04/2018 21:26,19,1,1,4,26/04/2018 19:17,2.135,1,120.0
26/04/2018 21:25,6.0,rat,26/04/2018 21:24,26/04/2018 21:26,22,1,0,4,26/04/2018 19:17,2.135833333,1,120.0
26/04/2018 21:25,2.0,bat_and_rat,26/04/2018 21:24,26/04/2018 21:26,29,1,0,4,26/04/2018 19:17,2.137777778,1,120.0
26/04/2018 21:25,8.0,bat_and_pick,26/04/2018 21:24,26/04/2018 21:26,45,1,1,4,26/04/2018 19:17,2.142222222,1,120.0
26/04/2018 21:25,5.0,bat_and_rat,26/04/2018 21:24,26/04/2018 21:26,66,1,0,4,26/04/2018 19:17,2.148055556,1,120.0
26/04/2018 21:26,2.0,bat_fight,26/04/2018 21:24,26/04/2018 21:26,76,1,0,4,26/04/2018 19:17,2.150833333,1,120.0
26/04/2018 21:26,15.0,bat_fight,26/04/2018 21:24,26/04/2018 21:26,88,1,0,4,26/04/2018 19:17,2.154166667,1,120.0
26/04/2018 21:26,4.0,bat_fight_and_pick,26/04/2018 21:24,26/04/2018 21:26,101,1,1,4,26/04/2018 19:17,2.157777778,1,120.0
26/04/2018 22:25,15.0,bat,26/04/2018 22:25,26/04/2018 22:36,16,1,0,4,26/04/2018 19:17,3.148055556,1,660.0
26/04/2018 22:26,18.0,bat_and_pick,26/04/2018 22:25,26/04/2018 22:36,33,1,1,4,26/04/2018 19:17,3.152777778,1,660.0
26/04/2018 22:26,3.0,pick,26/04/2018 22:25,26/04/2018 22:36,65,0,1,4,26/04/2018 19:17,3.161666667,1,660.0
26/04/2018 22:26,13.0,bat_and_pick,26/04/2018 22:25,26/04/2018 22:36,81,1,1,4,26/04/2018 19:17,3.166111111,1,660.0
26/04/2018 22:26,14.0,bat_and_pick,26/04/2018 22:25,26/04/2018 22:36,81,1,1,4,26/04/2018 19:17,3.166111111,1,660.0
26/04/2018 22:27,10.0,bat_and_pick,26/04/2018 22:25,26/04/2018 22:36,92,1,1,4,26/04/2018 19:17,3.169166667,1,660.0
26/04/2018 22:27,1.0,"187.0,152.0,304.0,240.0; 567.9,88.6,621.1,140.3",26/04/2018 22:25,26/04/2018 22:36,124,0,0,4,26/04/2018 19:17,3.178055556,1,660.0
26/04/2018 22:27,7.0,bat_and_rat,26/04/2018 22:25,26/04/2018 22:36,126,1,0,4,26/04/2018 19:17,3.178611111,1,660.0
26/04/2018 22:28,3.0,pick,26/04/2018 22:25,26/04/2018 22:36,202,0,1,4,26/04/2018 19:17,3.199722222,1,660.0
26/04/2018 22:29,1.0,fast,26/04/2018 22:25,26/04/2018 22:36,215,0,1,4,26/04/2018 19:17,3.203333333,1,660.0
26/04/2018 22:30,23.0,bat,26/04/2018 22:25,26/04/2018 22:36,274,1,0,4,26/04/2018 19:17,3.219722222,1,660.0
26/04/2018 22:30,0.078814418,"44.0,77.0,157.0,240.0; 253.0,96.0,346.0,147.0",26/04/2018 22:25,26/04/2018 22:36,306,0,0,4,26/04/2018 19:17,3.228611111,1,660.0
26/04/2018 22:30,1.0,"397.7,159.7,580.2,330.5; 252.0,92.0,346.0,149.0",26/04/2018 22:25,26/04/2018 22:36,311,0,0,4,26/04/2018 19:17,3.23,1,660.0
26/04/2018 22:30,4.0,pick,26/04/2018 22:25,26/04/2018 22:36,318,0,1,4,26/04/2018 19:17,3.231944444,1,660.0
26/04/2018 22:30,5.0,pick_and_bat,26/04/2018 22:25,26/04/2018 22:36,322,1,1,4,26/04/2018 19:17,3.233055556,1,660.0
26/04/2018 22:31,3.0,fast,26/04/2018 22:25,26/04/2018 22:36,326,0,1,4,26/04/2018 19:17,3.234166667,1,660.0
26/04/2018 22:31,2.0,fast,26/04/2018 22:25,26/04/2018 22:36,340,0,1,4,26/04/2018 19:17,3.238055556,1,660.0
26/04/2018 22:31,55.0,bat_and_pick,26/04/2018 22:25,26/04/2018 22:36,343,1,1,4,26/04/2018 19:17,3.238888889,1,660.0
26/04/2018 22:32,3.0,fast,26/04/2018 22:25,26/04/2018 22:36,392,0,1,4,26/04/2018 19:17,3.2525,1,660.0
26/04/2018 22:32,3.0,"218.0,171.0,381.0,269.0; 239.0,106.0,315.0,155.0",26/04/2018 22:25,26/04/2018 22:36,406,0,0,4,26/04/2018 19:17,3.256388889,1,660.0
